,Certipass,Idcert,Intertek,AICA,Biesse Solution,Fondazione Sviluppo Europa,IRSAF,Nuova Formamentis,Italy Bureau of Certification,Globalform
2025-12-02,254909,45753,63278,29881,5075,18822,9944,14933,2985,473
